ID,Score
174640,0.016630833416407736
174641,0.025805776831676477
174642,0.01885976982352607
174643,0.02056753785239538
174644,0.14406354416803083
174645,0.015332114390856565
174646,0.03599058773334317
174647,0.03861918307309289
174648,0.02004051966248131
174650,0.022130141842898386
174651,0.015017623660485206
174652,0.026085939420776093
174653,0.04649774173858027
174654,0.008373611659844746
174655,0.028289705233886523
174656,0.014485780686726681
174657,0.04365498354612954
174658,0.03654031791901657
174659,0.031578603884378546
174661,0.01932653449469561
174664,0.048907909857531184
174668,0.010637240422021101
174669,0.02623129991571332
174670,0.04256958264327807
174672,0.0842602987330839
174673,0.04677967389821128
174674,0.011905133331415338
174675,0.027955796103113037
174676,0.017396123499448198
174677,0.09422798350138259
174678,0.01889066331201493
174679,0.03170722907231563
174680,0.025297939618387222
174681,0.015580282264549508
174682,0.024222641510081345
174683,0.026629607475708177
174684,0.0607056696641665
174685,0.026292646257458623
174686,0.017370147555421638
174687,0.10859965637617044
174688,0.012267808823618713
174690,0.01695123748942153
174691,0.06541820928177958
174693,0.05280118455417332
174694,0.027694711308273112
174695,0.05846744699886024
174696,0.06549940062073326
174697,0.020994011943913923
174698,0.07461102436578287
174699,0.027177271813324903
174701,0.026374466996557495
174702,0.02681986050694905
174703,0.02050949304084607
174704,0.029990292301045048
174705,0.028349720215400543
174707,0.011637985356622634
174709,0.018404967990847648
174711,0.02541924884656951
174712,0.03284859046309017
174713,0.02885426410651596
174714,0.013159304770486517
174715,0.11924757434448897
174716,0.12251155147696184
174717,0.024970328638178673
174718,0.02432893624371354
174719,0.03987375297100771
174720,0.01788268479775648
174721,0.02615647225430432
174722,0.034220937297895875
174723,0.02839299281448021
174725,0.020081760627135032
174726,0.071619542243845
174727,0.05639246414246542
174728,0.05237578295369088
174729,0.020125996544224298
174731,0.0213329718175477
174732,0.041016703711874006
174733,0.015095709319205262
174734,0.035632286754454255
174735,0.02330799161420405
174736,0.013538037666661635
174737,0.012621260476907188
174738,0.013962362046589415
174739,0.07689146301532274
174740,0.017029710671090728
174741,0.043272572050942225
174742,0.013102282498738786
174743,0.025967884139798364
174744,0.0173499094926648
174745,0.03353173220368122
174746,0.0230752602188322
174747,0.028841439974850974
174748,0.026496075990398386
174749,0.014173337866422466
174750,0.030870184209456406
174751,0.045077318168487944
174752,0.026982159715187835
174753,0.0331222506601157
174754,0.013514373730689776
174755,0.0473918889512303
174756,0.010990211181864488
174757,0.043041637877245055
174758,0.02116123063784551
174760,0.054256308738521955
174761,0.025538117476167774
174762,0.02489890172525305
174763,0.014677671198793412
174765,0.01348704342898896
174766,0.04594559585810562
174767,0.03021337424669527
174768,0.03960015973357697
174769,0.018721743778558612
174770,0.06417093792298421
174771,0.028676248183283678
174772,0.03797007818801005
174773,0.022009879331740246
174774,0.014966943892773348
174775,0.060698596835567935
174776,0.01216945658532413
174777,0.022042475638250566
174778,0.034532654828010385
174779,0.01142756065732807
174780,0.020161946631343925
174781,0.012556494702863515
174782,0.09350988375076234
174783,0.02133399849552542
174784,0.015261656250428787
174785,0.03899011569026276
174786,0.048797829074382855
174787,0.03513150397635982
174788,0.09055346067583514
174789,0.018589108887505888
174790,0.02345844895535028
174791,0.017511419314733222
174792,0.03751333176781678
174793,0.045102921074366045
174794,0.08168510486079085
174795,0.02892261182985586
174797,0.027878449034218752
174798,0.014940378302684366
174799,0.06000099973571431
174800,0.14285502655012755
174801,0.018102085146853738
174802,0.021527357047645197
174803,0.019686944605547877
174804,0.06185296725282977
174805,0.02495519500470917
174806,0.017509567458702135
174807,0.04997888202314965
174808,0.07337696229226202
174809,0.02558548250608216
174810,0.01790847686675198
174811,0.010701487512472548
174812,0.03619406574869256
174813,0.03094974164905524
174814,0.028930550689706888
174815,0.03400186012079044
174816,0.07772312313069547
174817,0.014179784972217951
174818,0.03220199326083325
174819,0.022733474787944172
174820,0.02665199259079499
174821,0.06785910900243294
174822,0.014491757945603879
174824,0.04194172747805684
174825,0.023903117707688763
174826,0.018110803950571793
174827,0.018051438223689917
174828,0.016032510664712635
174829,0.029894403834318673
174830,0.018433147368252804
174832,0.05270452883325164
174833,0.06876107067503122
174834,0.014008206980926653
174835,0.02527004916931275
174836,0.2061127301449674
174837,0.059933329323976346
174838,0.02284699388796852
174839,0.02007538035514562
174840,0.032038395733705226
174841,0.056811768796569316
174842,0.017975861154097557
174843,0.0465863505279927
174844,0.06041805460211024
174845,0.01203606592791358
174847,0.009866920491101144
174848,0.018066639511802377
174849,0.013532402019341637
174850,0.030375022018044262
174851,0.017364374147996634
174852,0.025994929097913937
174853,0.033431309556666296
174854,0.041207343275260364
174855,0.01061212358246578
174857,0.010047266952952072
174858,0.024744362166607935
174859,0.02148189685988297
174860,0.040939858516711405
174861,0.019807428175199707
174862,0.01533212268617095
