0	7568	25
1	7246	48
2	7459	75
3	7418	100
4	7214	122
5	7078	144
6	7012	167
7	7127	195
8	7188	222
9	7241	249
10	7195	273
11	7124	296
12	7064	320
13	7047	344
14	7014	369
15	7014	395
16	7005	420
17	7078	451
18	7094	479
19	7059	504
20	7033	529
21	6999	553
22	6980	579
23	6973	606
24	6960	632
25	7008	665
26	7004	692
27	6961	716
28	6928	741
29	6959	773
30	6942	800
31	6900	823
32	6944	858
33	6947	887
34	6917	913
35	6896	940
36	6854	964
37	6819	989
38	6788	1014
39	6767	1041
40	6750	1068
41	6712	1092
42	6711	1123
43	6722	1155
44	6736	1188
45	6722	1217
46	6700	1244
47	6698	1275
48	6668	1301
49	6641	1328
50	6608	1353
51	6568	1377
52	6533	1401
53	6498	1426
54	6487	1456
55	6464	1483
56	6432	1508
57	6397	1533
58	6359	1556
59	6331	1582
60	6297	1607
61	6268	1632
62	6258	1663
63	6243	1693
64	6221	1720
65	6202	1749
66	6180	1777
67	6161	1806
68	6138	1833
69	6139	1868
70	6142	1904
71	6129	1935
72	6110	1965
73	6090	1994
74	6067	2022
75	6042	2050
76	6036	2084
77	6028	2118
78	5990	2141
79	5957	2166
80	5929	2193
81	5898	2218
82	5870	2245
83	5842	2271
84	5825	2302
85	5806	2333
86	5786	2363
87	5774	2396
88	5753	2426
89	5721	2452
90	5688	2476
91	5659	2503
92	5643	2535
93	5616	2562
94	5582	2586
95	5551	2612
96	5529	2642
97	5497	2666
98	5468	2693
99	5450	2725
100	5438	2760
101	5418	2791
102	5399	2823
103	5379	2854
104	5349	2880
105	5320	2907
106	5307	2942
107	5278	2969
108	5245	2993
109	5214	3018
110	5181	3043
111	5152	3069
112	5121	3094
113	5096	3123
114	5071	3152
115	5048	3183
116	5021	3210
117	4994	3238
118	4974	3270
119	4954	3302
120	4939	3338
121	4913	3367
122	4884	3394
123	4859	3423
124	4831	3451
125	4810	3483
126	4782	3510
127	4750	3535
128	4725	3564
129	4688	3585
130	4658	3611
131	4627	3636
132	4599	3663
133	4569	3688
134	4538	3713
135	4515	3744
136	4488	3772
137	4463	3802
138	4448	3840
139	4420	3868
140	4389	3892
141	4358	3917
142	4330	3944
143	4302	3971
144	4274	3998
145	4249	4028
146	4226	4060
147	4197	4086
148	4170	4115
149	4145	4145
150	4117	4173
151	4088	4198
152	4061	4227
153	4030	4251
154	4002	4278
155	3971	4302
156	3942	4328
157	3920	4362
158	3895	4392
159	3868	4420
160	3839	4446
161	3810	4473
162	3781	4498
163	3752	4524
164	3725	4553
165	3698	4581
166	3671	4609
167	3643	4637
168	3614	4662
169	3584	4687
170	3554	4711
171	3527	4740
172	3497	4764
173	3469	4791
174	3444	4822
175	3415	4847
176	3385	4871
177	3355	4896
178	3327	4922
179	3298	4947
180	3269	4973
181	3243	5002
182	3216	5030
183	3189	5058
184	3162	5087
185	3134	5114
186	3105	5139
187	3078	5166
188	3049	5192
189	3024	5223
190	2996	5251
191	2968	5278
192	2939	5301
193	2910	5326
194	2881	5350
195	2853	5378
196	2826	5405
197	2802	5439
198	2773	5464
199	2744	5489
200	2717	5516
201	2688	5541
202	2660	5568
203	2631	5592
204	2604	5619
205	2577	5647
206	2548	5673
207	2520	5699
208	2491	5722
209	2463	5747
210	2434	5772
211	2406	5797
212	2377	5821
213	2349	5846
214	2323	5875
215	2295	5903
216	2267	5928
217	2239	5954
218	2212	5981
219	2184	6008
220	2158	6037
221	2131	6067
222	2103	6092
223	2075	6118
224	2047	6143
225	2019	6168
226	1993	6198
227	1968	6232
228	1943	6269
229	1917	6301
230	1887	6319
231	1864	6360
232	1838	6393
233	1814	6431
234	1788	6466
235	1761	6497
236	1737	6534
237	1709	6564
238	1683	6595
239	1653	6612
240	1624	6635
241	1595	6658
242	1567	6684
243	1539	6708
244	1511	6732
245	1482	6755
246	1454	6778
247	1426	6801
248	1398	6829
249	1372	6863
250	1343	6882
251	1319	6925
252	1290	6948
253	1264	6981
254	1238	7020
255	1212	7057
256	1187	7096
257	1161	7132
258	1133	7162
259	1106	7192
260	1079	7224
261	1052	7259
262	1025	7286
263	997	7312
264	969	7338
265	942	7373
266	915	7405
267	887	7431
268	859	7457
269	832	7491
270	804	7516
271	777	7549
272	750	7585
273	722	7616
274	694	7638
275	667	7671
276	639	7698
277	611	7728
278	583	7753
279	555	7783
280	528	7810
281	499	7826
282	471	7852
283	443	7875
284	415	7898
285	387	7921
286	360	7950
287	332	7979
288	304	7997
289	276	8019
290	248	8042
291	220	8065
292	193	8089
293	165	8112
294	137	8140
295	110	8177
296	82	8199
297	55	8225
298	27	8250
299	0	8274
