id,sum
1,1
2,4
3,0
4,6
5,1
6,4
7,1
8,5
9,4
10,0
11,4
12,6
13,5
14,5
15,4
16,4
17,0
18,6
19,2
20,2
21,0
22,2
23,0
24,6
25,4
26,0
27,1
28,5
29,2
30,4
31,5
32,0
33,4
34,5
35,0
36,0
37,5
38,3
39,0
40,0
41,5
42,0
43,0
44,4
45,5
46,0
47,6
48,4
49,1
50,0
51,3
52,0
53,5
54,0
55,6
56,4
57,6
58,0
59,5
60,6
61,5
62,1
63,0
64,0
65,4
66,0
67,4
68,5
69,0
70,0
71,2
72,0
73,5
74,0
75,1
76,6
77,3
78,1
79,5
80,5
81,0
82,6
83,7
84,0
85,5
86,0
87,5
88,3
89,4
90,6
91,0
92,1
93,0
94,5
95,3
96,4
97,6
98,0
99,5
100,3
101,0
102,4
103,0
104,0
105,0
106,0
107,3
108,0
109,3
110,1
111,0
112,6
113,5
114,0
115,0
116,4
117,3
118,1
119,0
120,0
121,6
122,5
123,2
124,4
125,5
126,1
127,3
128,0
129,0
130,6
131,4
132,6
133,5
134,0
135,7
136,3
137,0
138,3
139,0
140,5
141,3
142,1
143,5
144,0
145,3
146,5
147,5
148,6
149,1
150,2
151,5
152,0
153,4
154,0
155,4
156,1
157,4
158,5
159,4
160,4
161,5
162,4
163,5
164,6
165,0
166,5
167,0
168,0
169,0
170,0
171,4
172,5
173,5
174,3
175,7
176,4
177,7
178,5
179,0
180,5
181,0
182,4
183,0
184,0
185,6
186,0
187,6
188,3
189,6
190,8
191,4
192,5
193,0
194,7
195,4
196,3
197,0
198,0
199,4
200,0
201,0
202,1
203,0
204,4
205,3
206,0
207,4
208,2
209,4
210,4
211,5
212,0
213,0
214,6
215,4
216,0
217,6
218,1
219,1
220,5
221,5
222,4
223,6
224,0
225,0
226,4
227,5
228,1
229,0
230,7
231,1
232,4
233,7
234,5
235,0
236,4
237,5
238,5
239,0
240,5
241,1
242,4
243,5
244,3
245,3
246,0
247,7
248,0
249,0
250,3
251,3
252,6
253,0
254,5
255,0
256,7
257,0
258,3
259,0
260,5
261,1
262,5
263,0
264,0
265,1
266,4
267,6
268,0
269,1
270,1
271,1
272,0
273,0
274,6
275,3
276,0
277,0
278,7
279,0
280,5
281,6
282,0
283,4
284,0
285,2
286,1
287,0
288,5
289,0
290,3
291,7
292,2
293,5
294,5
295,5
296,4
297,0
298,5
299,5
300,0
301,5
302,0
303,7
304,5
305,5
306,4
307,5
308,0
309,5
310,3
311,1
312,4
313,5
314,0
315,2
316,4
317,3
318,5
319,5
320,4
321,0
322,5
323,0
324,0
325,0
326,1
327,0
328,0
329,0
330,0
331,4
332,0
333,0
334,6
335,5
336,2
337,6
338,5
339,6
340,3
341,0
342,2
343,5
344,4
345,0
346,5
347,5
348,6
349,5
350,0
351,0
352,5
353,0
354,0
355,6
356,5
357,5
358,1
359,2
360,5
361,0
362,4
363,3
364,1
365,0
366,6
367,0
368,0
369,5
370,0
371,3
372,0
373,4
374,3
375,0
376,0
377,5
378,0
379,2
380,6
381,0
382,6
383,2
384,1
385,6
386,4
387,5
388,5
389,7
390,0
391,4
392,6
393,5
394,0
395,5
396,3
397,0
398,0
399,0
400,7
401,0
402,3
403,4
404,1
405,5
406,5
407,0
408,1
409,6
410,4
411,4
412,0
413,4
414,1
415,5
416,4
417,0
418,0
419,4
420,0
421,4
422,5
423,0
424,2
425,4
426,0
427,5
428,3
429,5
430,0
431,1
432,7
433,0
434,0
435,4
436,4
437,3
438,1
439,6
440,7
441,3
442,0
443,0
444,0
445,1
446,0
447,1
448,0
449,6
450,0
451,0
452,3
453,5
454,7
455,5
456,0
457,0
458,3
459,7
460,3
461,4
462,5
463,5
464,7
465,1
466,0
467,1
468,6
469,1
470,0
471,4
472,1
473,0
474,5
475,0
476,6
477,4
478,5
479,1
480,5
481,4
482,5
483,1
484,5
485,1
486,3
487,0
488,6
489,0
490,1
491,1
492,0
493,1
494,4
495,5
496,4
497,5
498,5
499,7
500,5
501,7
502,3
503,6
504,0
505,5
506,5
507,0
508,0
509,7
510,6
511,7
512,1
513,5
514,2
515,3
516,4
517,0
518,4
519,0
520,0
521,0
522,1
523,6
524,0
525,4
526,5
527,5
528,0
529,4
530,2
531,5
532,0
533,6
534,1
535,0
536,0
537,0
538,6
539,0
540,6
541,5
542,0
543,7
544,2
545,3
546,6
547,0
548,0
549,3
550,0
551,4
552,0
553,6
554,1
555,6
556,4
557,5
558,5
559,0
560,0
561,0
562,5
563,3
564,3
565,3
566,5
567,3
568,2
569,4
570,6
571,6
572,0
573,6
574,5
575,4
576,1
577,1
578,0
579,0
580,0
581,5
582,3
583,4
584,1
585,1
586,6
587,3
588,5
589,6
590,6
591,0
592,6
593,3
594,3
595,5
596,0
597,3
598,4
599,4
600,2
601,6
602,0
603,1
604,6
605,1
606,6
607,0
608,0
609,1
610,5
611,0
612,4
613,4
614,2
615,0
616,6
617,4
618,6
619,0
620,5
621,5
622,6
623,5
624,2
625,5
626,5
627,0
628,6
629,0
630,4
631,2
632,0
633,5
634,5
635,0
636,5
637,0
638,2
639,0
640,0
641,4
642,0
643,4
644,4
645,0
646,3
647,0
648,0
649,6
650,6
651,1
652,5
653,6
654,5
655,7
656,5
657,5
658,5
659,5
660,5
661,6
662,7
663,6
664,6
665,0
666,2
667,3
668,7
669,6
670,0
671,4
672,3
673,5
674,5
675,6
676,0
677,1
678,4
679,4
680,4
681,3
682,5
683,3
684,5
685,4
686,0
687,0
688,0
689,3
690,5
691,0
692,6
693,6
694,0
695,0
696,0
697,1
698,1
699,6
700,0
701,4
702,0
703,0
704,0
705,5
706,0
707,4
708,5
709,5
710,4
711,7
712,0
713,5
714,3
715,0
716,0
717,0
718,6
719,0
720,1
721,0
722,6
723,0
724,6
725,3
726,0
727,6
728,0
729,5
730,3
731,2
732,4
733,0
734,0
735,5
736,5
737,5
738,4
739,5
740,0
741,6
742,5
743,1
744,6
745,0
746,0
747,0
748,0
749,0
750,1
751,0
752,4
753,1
754,5
755,5
756,2
757,5
758,3
759,0
760,6
761,6
762,5
763,1
764,7
765,5
766,0
767,4
768,0
769,6
770,0
771,6
772,5
773,5
774,5
775,7
776,6
777,3
778,5
779,4
780,1
781,6
782,4
783,4
784,5
785,3
786,0
787,0
788,5
789,6
790,0
791,1
792,0
793,5
794,6
795,5
796,5
797,0
798,5
799,0
800,0
801,6
802,3
803,3
804,6
805,5
806,1
807,0
808,6
809,3
810,4
811,6
812,3
813,0
814,0
815,4
816,1
817,5
818,0
819,6
820,1
821,0
822,0
823,5
824,0
825,3
826,2
827,4
828,5
829,2
830,4
831,6
832,4
833,0
834,4
835,0
836,0
837,4
838,2
839,4
840,1
841,0
842,6
843,0
844,6
845,5
846,0
847,1
848,4
849,8
850,1
851,0
852,6
853,0
854,1
855,6
856,4
857,1
858,5
859,0
860,0
861,0
862,0
863,5
864,5
865,3
866,5
867,4
868,1
869,0
870,0
871,1
872,5
873,1
874,6
875,0
876,0
877,5
878,5
879,1
880,0
881,1
882,3
883,7
884,4
885,6
886,1
887,0
888,2
889,5
890,0
891,5
892,0
893,0
894,3
895,4
896,4
897,5
898,5
899,6
900,0
901,1
902,0
903,5
904,0
905,1
906,1
907,1
908,6
909,0
910,3
911,7
912,5
913,6
914,0
915,0
916,6
917,3
918,5
919,4
920,1
921,1
922,5
923,0
924,5
925,6
926,0
927,3
928,3
929,4
930,5
931,4
932,3
933,4
934,1
935,2
936,7
937,7
938,6
939,6
940,5
941,4
942,0
943,6
944,0
945,6
946,0
947,5
948,3
949,0
950,5
951,4
952,4
953,4
954,0
955,0
956,0
957,6
958,0
959,2
960,1
961,4
962,0
963,5
964,5
965,5
966,3
967,4
968,0
969,0
970,1
971,4
972,5
973,6
974,6
975,6
976,2
977,0
978,0
979,7
980,1
981,0
982,0
983,0
984,0
985,1
986,3
987,6
988,0
989,3
990,6
991,6
992,0
993,5
994,0
995,5
996,5
997,5
998,0
999,5
1000,5
1001,6
1002,1
1003,1
1004,0
1005,3
1006,1
1007,4
1008,2
1009,6
1010,5
1011,3
1012,5
1013,1
1014,0
1015,4
1016,0
1017,3
1018,0
1019,5
1020,1
1021,6
1022,1
1023,5
1024,7
1025,0
1026,1
1027,0
1028,6
1029,0
1030,0
1031,7
1032,6
1033,1
1034,5
1035,7
1036,5
1037,0
1038,0
1039,5
1040,0
1041,5
1042,0
1043,0
1044,6
1045,4
1046,5
1047,0
1048,0
1049,4
1050,0
1051,0
1052,0
1053,5
1054,1
1055,5
1056,5
1057,6
1058,5
1059,1
1060,0
1061,6
1062,5
1063,7
1064,1
1065,0
1066,0
1067,1
1068,1
1069,1
1070,0
1071,5
1072,3
1073,5
1074,0
1075,3
1076,1
1077,1
1078,7
1079,5
1080,0
1081,5
1082,6
1083,0
1084,3
1085,5
1086,1
1087,0
1088,6
1089,0
1090,0
1091,0
1092,4
1093,0
1094,1
1095,1
1096,5
1097,4
1098,0
1099,1
1100,1
1101,5
1102,1
1103,0
1104,0
1105,2
1106,5
1107,4
1108,0
1109,3
1110,2
1111,6
1112,3
1113,0
1114,5
1115,2
1116,1
1117,2
1118,6
1119,6
1120,1
1121,0
1122,5
1123,5
1124,1
1125,0
1126,0
1127,5
1128,3
1129,1
1130,0
1131,3
1132,6
1133,5
1134,4
1135,6
1136,4
1137,4
1138,4
1139,5
1140,1
1141,0
1142,3
1143,6
1144,0
1145,7
1146,4
1147,0
1148,0
1149,0
1150,6
1151,6
1152,5
1153,4
1154,5
1155,2
1156,1
1157,2
1158,0
1159,0
1160,5
1161,4
1162,6
1163,6
1164,0
1165,5
1166,4
1167,6
1168,5
1169,4
1170,5
1171,5
1172,6
1173,3
1174,4
1175,5
1176,6
1177,2
1178,0
1179,3
1180,5
1181,1
1182,2
1183,3
1184,6
1185,6
1186,5
1187,0
1188,0
1189,4
1190,5
1191,4
1192,0
1193,5
1194,5
1195,5
1196,6
1197,4
1198,5
1199,0
1200,4
1201,5
1202,3
1203,1
1204,6
1205,2
1206,6
1207,0
1208,3
1209,0
1210,3
1211,1
1212,6
1213,6
1214,5
1215,2
1216,4
1217,6
1218,1
1219,5
1220,0
1221,4
1222,5
1223,0
1224,0
1225,6
1226,0
1227,6
1228,5
1229,5
1230,5
1231,4
1232,2
1233,5
1234,3
1235,5
1236,5
1237,0
1238,4
1239,1
1240,4
1241,0
1242,3
1243,0
1244,4
1245,6
1246,6
1247,6
1248,4
1249,6
1250,4
1251,0
1252,6
1253,5
1254,0
1255,2
1256,5
1257,0
1258,4
1259,1
1260,0
1261,5
1262,5
1263,5
1264,7
1265,1
1266,4
1267,6
1268,3
1269,2
1270,5
1271,3
1272,0
1273,5
1274,1
1275,0
1276,6
1277,5
1278,6
1279,1
1280,5
1281,5
1282,6
1283,0
1284,4
1285,0
1286,1
1287,0
1288,1
1289,5
1290,5
1291,4
1292,1
1293,6
1294,3
1295,0
1296,6
1297,6
1298,0
1299,0
1300,2
1301,0
1302,0
1303,0
1304,1
1305,0
1306,6
1307,0
1308,5
1309,5
1310,4
1311,5
1312,5
1313,5
1314,6
1315,0
1316,0
1317,6
1318,1
1319,0
1320,1
1321,7
1322,4
1323,2
1324,0
1325,1
1326,6
1327,0
1328,0
1329,6
1330,2
1331,4
1332,6
1333,5
1334,3
1335,3
1336,0
1337,0
1338,0
1339,6
1340,3
1341,1
1342,0
1343,2
1344,0
1345,3
1346,5
1347,4
1348,0
1349,0
1350,6
1351,0
1352,6
1353,0
1354,0
1355,0
1356,0
1357,0
1358,0
1359,0
1360,1
1361,5
1362,0
1363,0
1364,5
1365,0
1366,5
1367,5
1368,1
1369,6
1370,1
1371,3
1372,0
1373,0
1374,5
1375,0
1376,6
1377,1
1378,2
1379,1
1380,6
1381,0
1382,1
1383,0
1384,4
1385,1
1386,0
1387,0
1388,3
1389,6
1390,6
1391,1
1392,6
1393,7
1394,4
1395,0
1396,1
1397,2
1398,5
1399,0
1400,1
1401,1
1402,6
1403,7
1404,1
1405,1
1406,0
1407,0
1408,4
1409,0
1410,1
1411,6
1412,0
1413,1
1414,6
1415,5
1416,4
1417,0
1418,5
1419,5
1420,2
1421,0
1422,4
1423,0
1424,1
1425,5
1426,6
1427,1
1428,0
1429,3
1430,0
1431,7
1432,5
1433,6
1434,4
1435,5
1436,0
1437,5
1438,6
1439,1
1440,5
1441,1
1442,0
1443,4
1444,0
1445,7
1446,5
1447,5
1448,6
1449,6
1450,5
1451,4
1452,0
1453,4
1454,0
1455,1
1456,5
1457,3
1458,4
1459,0
1460,5
1461,3
1462,0
1463,0
1464,1
1465,4
1466,6
1467,0
1468,1
1469,0
1470,0
1471,0
1472,7
1473,3
1474,0
1475,4
1476,5
1477,5
1478,0
1479,0
1480,5
1481,0
1482,6
1483,6
1484,5
1485,7
1486,3
1487,0
1488,3
1489,2
1490,6
1491,6
1492,0
1493,6
1494,4
1495,0
1496,5
1497,3
1498,2
1499,6
1500,5
1501,5
1502,1
1503,5
1504,5
1505,0
1506,0
1507,3
1508,6
1509,7
1510,3
1511,1
1512,1
1513,0
1514,3
1515,0
1516,5
1517,1
1518,1
1519,0
1520,4
1521,6
1522,5
1523,7
1524,5
1525,0
1526,0
1527,0
1528,5
1529,4
1530,6
1531,3
1532,0
1533,5
1534,7
1535,5
1536,0
1537,5
1538,6
1539,5
1540,0
1541,4
1542,4
1543,0
1544,0
1545,0
1546,5
1547,0
1548,0
1549,4
1550,4
1551,0
1552,5
1553,5
1554,0
1555,0
1556,0
1557,0
1558,6
1559,0
1560,5
1561,6
1562,0
1563,6
1564,6
1565,4
1566,5
1567,7
1568,6
1569,0
1570,3
1571,6
1572,0
1573,0
1574,6
1575,3
1576,0
1577,4
1578,3
1579,3
1580,0
1581,1
1582,3
1583,0
1584,0
1585,1
1586,0
1587,1
1588,2
1589,2
1590,5
1591,4
1592,1
1593,0
1594,4
1595,5
1596,1
1597,0
1598,0
1599,0
1600,4
1601,3
1602,4
1603,0
1604,5
1605,1
1606,0
1607,4
1608,3
1609,6
1610,5
1611,6
1612,0
1613,4
1614,3
1615,2
1616,4
1617,6
1618,1
1619,0
1620,7
1621,0
1622,4
1623,2
1624,2
1625,0
1626,0
1627,7
1628,1
1629,3
1630,5
1631,0
1632,6
1633,6
1634,0
1635,1
1636,0
1637,5
1638,0
1639,5
1640,6
1641,0
1642,1
1643,3
1644,0
1645,1
1646,5
1647,7
1648,5
1649,5
1650,5
1651,5
1652,2
1653,5
1654,2
1655,5
1656,1
1657,4
1658,0
1659,4
1660,6
1661,0
1662,5
1663,0
1664,4
1665,7
1666,3
1667,6
1668,5
1669,2
1670,0
1671,0
1672,0
1673,6
1674,0
1675,7
1676,2
1677,7
1678,4
1679,5
1680,5
1681,0
1682,6
1683,4
1684,7
1685,6
1686,0
1687,5
1688,5
1689,5
1690,6
1691,5
1692,4
1693,5
1694,0
1695,0
1696,5
1697,0
1698,0
1699,4
1700,4
1701,0
1702,6
1703,0
1704,3
1705,6
1706,6
1707,5
1708,6
1709,5
1710,3
1711,0
1712,2
1713,0
1714,2
1715,0
1716,4
1717,5
1718,0
1719,5
1720,0
1721,0
1722,0
1723,5
1724,4
1725,0
1726,1
1727,2
1728,3
1729,3
1730,6
1731,6
1732,0
1733,5
1734,5
1735,5
1736,0
1737,1
1738,2
1739,5
1740,2
1741,4
1742,4
1743,5
1744,5
1745,0
1746,3
1747,0
1748,5
1749,4
1750,1
1751,7
1752,5
1753,0
1754,5
1755,0
1756,5
1757,6
1758,4
1759,6
1760,0
1761,0
1762,1
1763,1
1764,2
1765,0
1766,0
1767,6
1768,0
1769,2
1770,7
1771,5
1772,0
1773,1
1774,0
1775,5
1776,0
1777,0
1778,6
1779,4
1780,5
1781,1
1782,0
1783,7
1784,6
1785,6
1786,6
1787,4
1788,0
1789,0
1790,0
1791,3
1792,0
1793,7
1794,1
1795,6
1796,5
1797,0
1798,1
1799,5
1800,6
1801,6
1802,1
1803,5
1804,6
1805,0
1806,6
1807,1
1808,4
1809,1
1810,4
1811,1
1812,6
1813,3
1814,4
1815,0
1816,5
1817,2
1818,5
1819,1
1820,0
1821,0
1822,4
1823,1
1824,1
1825,1
1826,0
1827,6
1828,3
1829,0
1830,6
1831,6
1832,0
1833,7
1834,5
1835,0
1836,4
1837,0
1838,5
1839,1
1840,4
1841,5
1842,6
1843,3
1844,4
1845,1
1846,7
1847,0
1848,6
1849,0
1850,0
1851,0
1852,5
1853,0
1854,5
1855,1
1856,0
1857,1
1858,0
1859,0
1860,4
1861,5
1862,0
1863,4
1864,0
1865,3
1866,5
1867,1
1868,3
1869,6
1870,0
1871,4
1872,5
1873,4
1874,0
1875,1
1876,3
1877,6
1878,0
1879,2
1880,5
1881,3
1882,6
1883,0
1884,6
1885,5
1886,6
1887,1
1888,1
1889,5
1890,2
1891,4
1892,1
1893,0
1894,0
1895,5
1896,7
1897,1
1898,3
1899,5
1900,2
1901,0
1902,6
1903,0
1904,2
1905,0
1906,6
1907,4
1908,5
1909,4
1910,2
1911,3
1912,3
1913,2
1914,5
1915,6
1916,1
1917,0
1918,3
1919,6
1920,3
1921,1
1922,5
1923,4
1924,1
1925,0
1926,5
1927,5
1928,5
1929,4
1930,0
1931,5
1932,5
1933,3
1934,5
1935,0
1936,7
1937,4
1938,6
1939,2
1940,4
1941,3
1942,0
1943,7
1944,6
1945,5
1946,0
1947,5
1948,0
1949,0
1950,3
1951,0
1952,0
1953,5
1954,0
1955,6
1956,2
1957,6
1958,0
1959,0
1960,5
1961,0
1962,4
1963,5
1964,0
1965,6
1966,5
1967,3
1968,5
1969,5
1970,0
1971,3
1972,1
1973,0
1974,0
1975,4
1976,6
1977,3
1978,6
1979,3
1980,0
1981,3
1982,5
1983,4
1984,6
1985,0
1986,6
1987,3
1988,0
1989,5
1990,1
1991,5
1992,2
1993,6
1994,2
1995,4
1996,0
1997,7
1998,0
1999,0
2000,6
2001,3
2002,0
2003,0
2004,0
2005,5
2006,1
2007,6
2008,3
2009,0
2010,7
2011,3
2012,0
2013,1
2014,2
2015,6
2016,5
2017,2
2018,6
2019,0
2020,5
2021,6
2022,0
2023,1
2024,7
2025,5
2026,2
2027,1
2028,0
2029,4
2030,6
2031,1
2032,7
2033,5
2034,0
2035,6
2036,1
2037,0
2038,5
2039,1
2040,7
2041,4
2042,5
2043,0
2044,4
2045,0
2046,0
2047,4
2048,1
2049,6
2050,2
2051,1
2052,5
2053,2
2054,1
2055,6
2056,6
2057,5
2058,0
2059,0
2060,6
2061,1
2062,0
2063,0
2064,1
2065,5
2066,0
2067,3
2068,3
2069,4
2070,2
2071,3
2072,0
2073,5
2074,4
2075,3
2076,0
2077,4
2078,2
2079,0
2080,5
2081,5
2082,1
2083,3
2084,5
2085,3
2086,5
2087,0
2088,5
2089,0
2090,4
2091,3
2092,2
2093,5
2094,6
2095,1
2096,4
2097,0
2098,1
2099,6
2100,4
2101,0
2102,7
2103,5
2104,6
2105,5
2106,5
2107,0
2108,6
2109,0
2110,0
2111,3
2112,0
2113,3
2114,5
2115,1
2116,1
2117,3
2118,5
2119,3
2120,0
2121,5
2122,6
2123,4
2124,3
2125,7
2126,2
2127,1
2128,1
2129,5
2130,3
2131,0
2132,5
2133,6
2134,4
2135,3
2136,6
2137,5
2138,6
2139,0
2140,4
2141,6
2142,0
2143,1
2144,5
2145,0
2146,0
2147,3
2148,0
2149,0
2150,6
2151,5
2152,5
2153,6
2154,5
2155,0
2156,0
2157,6
2158,0
2159,0
2160,5
2161,2
2162,5
2163,0
2164,6
2165,5
2166,2
2167,6
2168,0
2169,3
2170,6
2171,3
2172,5
2173,3
2174,5
2175,5
2176,5
2177,0
2178,6
2179,1
2180,1
2181,1
2182,0
2183,3
2184,7
2185,5
2186,0
2187,1
2188,7
2189,3
2190,6
2191,4
2192,3
2193,4
2194,5
2195,3
2196,0
2197,6
2198,7
2199,0
2200,5
2201,0
2202,5
2203,5
2204,5
2205,0
2206,0
2207,1
2208,3
2209,4
2210,1
2211,0
2212,5
2213,5
2214,3
2215,0
2216,5
2217,0
2218,1
2219,5
2220,4
2221,4
2222,1
2223,4
2224,1
2225,5
2226,3
2227,5
2228,3
2229,4
2230,0
2231,2
2232,5
2233,5
2234,0
2235,4
2236,4
2237,0
2238,0
2239,0
2240,0
2241,5
2242,0
2243,0
2244,5
2245,1
2246,5
2247,2
2248,5
2249,0
2250,1
2251,6
2252,3
2253,3
2254,6
2255,0
2256,0
2257,2
2258,0
2259,1
2260,4
2261,5
2262,4
2263,1
2264,6
2265,0
2266,4
2267,3
2268,0
2269,5
2270,2
2271,6
2272,5
2273,6
2274,3
2275,0
2276,0
2277,1
2278,0
2279,0
2280,3
2281,5
2282,6
2283,1
2284,7
2285,0
2286,3
2287,4
2288,6
2289,1
2290,5
2291,0
2292,5
2293,0
2294,3
2295,2
2296,0
2297,0
2298,5
2299,0
2300,0
2301,3
2302,0
2303,7
2304,4
2305,3
2306,6
2307,0
2308,4
2309,5
2310,0
2311,3
2312,6
2313,0
2314,5
2315,1
2316,5
2317,0
2318,4
2319,6
2320,5
2321,4
2322,7
2323,3
2324,0
2325,0
2326,0
2327,5
2328,6
2329,6
2330,5
2331,0
2332,4
2333,3
2334,1
2335,3
2336,0
2337,0
2338,0
2339,0
2340,0
2341,0
2342,5
2343,6
2344,3
2345,0
2346,5
2347,0
2348,3
2349,6
2350,4
2351,6
2352,7
2353,0
2354,0
2355,5
2356,2
2357,0
2358,6
2359,5
2360,5
2361,5
2362,0
2363,1
2364,0
2365,1
2366,0
2367,5
2368,1
2369,0
2370,3
2371,6
2372,3
2373,1
2374,4
2375,4
2376,3
2377,6
2378,0
2379,1
2380,5
2381,0
2382,6
2383,6
2384,5
2385,0
2386,5
2387,0
2388,4
2389,0
2390,0
2391,0
2392,0
2393,0
2394,0
2395,4
2396,0
2397,1
2398,6
2399,5
2400,4
2401,0
2402,6
2403,3
2404,0
2405,5
2406,5
2407,7
2408,5
2409,3
2410,1
2411,5
2412,1
2413,5
2414,1
2415,6
2416,0
2417,5
2418,0
2419,4
2420,5
2421,1
2422,5
2423,5
2424,5
2425,4
2426,5
2427,3
2428,5
2429,5
2430,1
2431,5
2432,5
2433,0
2434,5
2435,5
2436,1
2437,4
2438,0
2439,0
2440,0
2441,5
2442,0
2443,5
2444,5
2445,5
2446,0
2447,0
2448,4
2449,4
2450,5
2451,3
2452,7
2453,6
2454,6
2455,0
2456,6
2457,1
2458,0
2459,0
2460,1
2461,0
2462,0
2463,5
2464,0
2465,5
2466,0
2467,4
2468,0
2469,6
2470,3
2471,0
2472,6
2473,3
2474,4
2475,4
2476,2
2477,6
2478,0
2479,0
2480,0
2481,2
2482,5
2483,7
2484,0
2485,0
2486,0
2487,6
2488,3
2489,6
2490,6
2491,6
2492,3
2493,0
2494,0
2495,2
2496,6
2497,4
2498,6
2499,6
2500,6
2501,6
2502,1
2503,2
2504,4
2505,5
2506,1
2507,6
2508,0
2509,1
2510,3
2511,3
2512,5
2513,4
2514,7
2515,3
2516,1
2517,3
2518,0
2519,1
2520,3
2521,6
2522,5
2523,5
2524,1
2525,4
2526,1
2527,4
2528,5
2529,1
2530,0
2531,6
2532,1
2533,0
2534,5
2535,0
2536,4
2537,0
2538,1
2539,4
2540,5
2541,6
2542,0
2543,0
2544,5
2545,3
2546,5
2547,3
2548,2
2549,6
2550,0
2551,0
2552,2
2553,0
2554,3
2555,4
2556,7
2557,5
2558,0
2559,3
2560,6
2561,0
2562,6
2563,7
2564,6
2565,3
2566,5
2567,0
2568,6
2569,5
2570,5
2571,0
2572,0
2573,1
2574,0
2575,4
2576,3
2577,3
2578,2
2579,0
2580,4
2581,2
2582,0
2583,4
2584,2
2585,0
2586,0
2587,4
2588,7
2589,0
2590,5
2591,6
2592,5
2593,3
